DOMINIO,AREA,UPM,FACTOR,NUM_HOGAR,ID,PPA02,PPA03,PPA04A,PPA04B,PPA04C,PPA05,PPA06,PPA07,PPA08,PPA09,PPA10A,PPA10B,PPA11,PPA12,P03A01,P03A05A,P03A06,P03C05,P03C06,P03D03,P03D04,P03D05,P03D06,P04A02,P04C02B_2D,P04C02B_1D,P04C04B_2D,P04C04B_1D,P04C06,P04C09B,P04C10,P04C14A,P04C15A,P04C25A,P04C27,P04C33,P04C36,P04C37,P05A17A,etnicidad,PET,PEA,OCUPADOS,DESOCUPADOS,SUBVISIBLES,INACTIVOS,FORMAL_INFORMAL
3,2,342,1004,4883,4,1,10,3,3,2009,3,1, ,25,8,1,2, ,1,2,0, , , , , , , ,98, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4883,5,1,6,4,6,2012,3,1, ,25,8,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4883,6,1,3,3,3,2016,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4883,7,1,1,13,4,2018,3,1, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4883,8,2,68,13,12,1950,6,1, ,25,6,2, ,6,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4884,4,2,21,2,5,1998,4,1, ,25,1,2, ,2,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4884,5,1,2,21,10,2016,5,1, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4884,6,2,0,9,6,2018,5,1, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4884,7,2,23,15,6,1995,4,1, ,25,1,2, ,3,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,1,1,1, , , , ,1, 
3,2,342,1004,4884,8,1,4,15,6,2014,5,1, ,25,8,1,7, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4884,9,2,1,15,6,2017,5,1, ,97,8,1,7, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4885,2,2,54,7,3,1965,2,1, ,25,2,2, ,10,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4885,7,2,13,12,12,2005,3,1, ,25,7,1,2,0,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4885,8,2,11,19,2,2008,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4887,8,2,10,28,7,2008,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4887,9,1,6,27,8,2012,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4887,11,2,0,3,7,2018,5,1, ,97,8,1,10, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4888,2,2,46,7,10,1972,2,1, ,25,2,2, ,3,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4889,2,2,52,23,5,1966,2,1, ,25,1,2, ,6,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4889,3,2,24,25,6,1994,3,1, ,25,7,1,2,0,1,2,0, ,1,4,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4890,1,2,82,2,7,1936,1,1, ,25,6,2, ,10,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4890,2,2,44,25,4,1975,3,1, ,25,4,1,1,1,1,1,2, , , , , , , ,7, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4891,2,2,52,27,6,1966,2,3, ,25,2,2, ,4,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,342,1004,4893,1,2,45,26,2,1974,1,1, ,25,1,2, ,7,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4893,4,2,15,20,12,2003,3,1, ,25,7,1,1,0,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4893,5,2,11,21,6,2007,3,1, ,25,8,1,1, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4893,6,2,11,21,6,2007,3,1, ,25,8,1,1, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4893,7,2,9,9,3,2010,3,1, ,25,8,1,1, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4893,10,2,1,26,11,2017,5,1, ,97,8,1,9, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4894,1,2,85,24,6,1933,1,1, ,25,6,2, ,10,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4894,2,2,47,25,4,1972,3,1, ,25,7,1,1,0,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4894,4,2,26,7,5,1993,5,1, ,25,1,2, ,0,1,2,0, ,1,4,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4894,6,2,10,5,1,2009,10,1, ,25,8,1,1, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,342,1004,4894,7,1,3,11,5,2015,10,1, ,25,8,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,342,1004,4894,8,1,0,18,5,2018,10,1, ,97,8,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4895,2,2,33,2,1,1986,2,3, ,25,2,2, ,3,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4895,3,1,13,5,9,2005,3,3, ,25,7,1,2, ,1,1,2, ,2, ,2,2, , ,98, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4895,4,1,9,26,4,2010,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4895,5,2,6,18,8,2012,3,3, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
2,1,343,958,4896,1,2,54,3,5,1964,1,3, ,25,6,2, ,11,1,2,0, , , , , , , ,7, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4896,5,1,11,30,1,2008,3,3, ,25,8,1,1, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4896,6,1,8,29,12,2010,3,3, ,25,8,1,1, ,1,1,1, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4896,7,2,13,26,1,2006,5,3, ,25,7,2, ,0,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,343,958,4897,1,2,66,15,6,1952,1,1, ,25,6,2, ,4,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4899,2,2,64,8,4,1955,2,1, ,25,2,2, ,9,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4899,4,2,27,20,10,1990,4,1, ,25,1,2, ,1,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4899,5,1,0,28,7,2018,5,1, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4900,3,2,10,15,10,2008,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4900,4,1,9,29,1,2010,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4900,5,1,7,27,6,2011,3,1, ,25,8,1,2, ,1,2,0, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4901,2,2,30,16,4,1989,2,1, ,25,2,2, ,6,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4901,3,2,14,7,4,2005,3,1, ,25,7,1,2,0,1,1,2, ,2, ,2,2, , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4901,4,1,12,4,1,2007,3,1, ,25,7,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4901,5,2,11,9,12,2007,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4901,6,2,7,21,11,2011,3,1, ,25,8,1,2, ,1,2,1, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4901,7,2,5,22,10,2013,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4901,8,1,0,19,1,2019,3,1, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4902,3,1,11,20,2,2008,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4902,4,1,6,2,5,2013,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4903,6,1,11,24,9,2007,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4903,7,1,9,28,2,2010,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4903,8,2,4,6,2,2015,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4903,10,1,2,20,3,2017,3,1, ,97,8,1,9, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4904,2,2,60,21,5,1958,2,1, ,25,2,2, ,8,1,2,0, , , , , , , ,7, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4905,3,1,8,19,3,2011,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4905,4,1,5,16,3,2014,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4905,5,1,3,6,3,2016,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4906,6,1,11,15,6,2007,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4906,7,1,9,1,11,2009,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4906,8,1,6,29,12,2012,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4906,9,2,3,9,1,2016,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,343,958,4907,2,2,29,13,10,1989,2,1, ,25,2,2, ,1,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,343,958,4907,3,1,3,13,10,2015,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4908,2,2,35,2,1,1984,2,3, ,25,2,2, ,2,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,344,573,4908,5,2,74,4,8,1944,6,3, ,25,6,2, ,6,1,1,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,344,573,4909,3,2,11,8,4,2008,3,1, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4909,4,1,5,18,3,2014,3,1, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4909,5,1,2,14,5,2016,3,1, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4911,1,1,86,24,5,1932,1,1, ,25,2,2, , ,1,2,0, , , , , , , ,7, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4911,2,2,83,24,9,1935,2,1, ,25,2,2, ,5,1,2,0, , , , , , , ,7, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4911,4,2,42,30,6,1976,4,1, ,25,2,2, ,3,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4911,6,1,10,7,6,2008,5,1, ,25,8,1,4, ,1,1,0, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4911,7,1,2,5,11,2016,5,1, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4911,8,2,32,5,7,1986,5,1, ,25,7,2, ,0,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4912,2,2,53,12,12,1965,2,1, ,25,2,2, ,5,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4912,6,2,22,15,8,1996,4,1, ,25,1,2, ,1,1,2,0, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4912,7,1,0,3,7,2018,5,1, ,97,8,1,6, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4913,1,1,30,20,3,1989,1,1, ,25,1,1,2, ,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,1,1,1, , , , ,1, 
2,1,344,573,4913,2,2,7,11,10,2011,3,1, ,25,8,1,1, ,1,1,1, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4913,3,1,5,21,8,2013,3,1, ,25,8,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4913,4,1,3,23,9,2015,3,1, ,25,8,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4913,5,1,1,27,5,2017,3,1, ,97,8,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4915,2,2,66,25,4,1953,2,3, ,25,2,2, ,6,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,344,573,4915,4,1,6,5,10,2012,5,3, ,25,8,1,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
2,1,344,573,4915,5,1,12,30,1,2007,5,3, ,25,7,2, , ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,344,573,4916,2,2,32,3,3,1987,2,1, ,25,2,2, ,2,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4916,3,1,7,8,10,2011,3,1, ,25,8,1,2, ,1,1,1, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4916,4,2,2,2,9,2016,3,1, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
2,1,344,573,4917,2,2,53,11,8,1965,2,3, ,25,2,2, ,6,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,344,573,4917,6,2,22,14,10,1996,3,3, ,25,7,1,2,0,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,344,573,4918,2,2,47,28,5,1971,2,1, ,25,2,2, ,5,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4918,4,2,29,20,7,1988,3,1, ,25,7,1,2,1,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,344,573,4918,5,2,3,13,12,2015,5,1, ,25,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,345,683,4919,1,2,72,21,9,1946,1,5,14,14,6,2, ,8,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,345,683,4919,2,1,50,20,6,1968,3,5,14,14,7,1,1, ,1,2,0, , , , , , , ,7, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,345,683,4923,3,1,6,3,8,2012,3,3, ,25,8,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4923,4,2,60,3,2,1959,6,3, ,25,6,2, ,4,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4924,5,2,70,23,4,1949,6,3, ,25,6,2, ,4,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4925,2,2,54,24,1,1965,2,3, ,25,2,2, ,11,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4925,7,1,11,12,1,2008,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4926,2,2,33,19,2,1986,2,3, ,25,2,2, ,4,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4926,3,1,6,5,7,2012,3,3, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4926,4,2,4,5,6,2014,3,3, ,25,8,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4926,5,2,2,10,11,2016,3,3, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4926,6,2,0,22,8,2018,3,3, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4927,3,2,8,4,11,2010,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4927,4,2,7,10,10,2011,3,3, ,25,8,1,2, ,1,1,1, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4927,5,1,5,7,7,2013,3,3, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4927,6,2,2,5,5,2017,3,3, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4928,2,2,63,5,4,1956,2,3, ,25,2,2, ,7,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4928,4,2,14,10,1,2005,5,3, ,25,7,2, ,0,1,2,0, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4929,3,1,10,8,6,2008,3,5,14,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,345,683,4929,4,2,8,27,6,2010,3,5,14,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,345,683,4929,5,2,5,15,1,2014,3,5,14,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,345,683,4930,5,1,10,2,7,2008,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4931,5,1,11,8,10,2007,3,3, ,25,8,1,1, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4931,6,1,70,15,6,1948,6,3, ,25,6,2, , ,1,2,0, , , , , , , ,7, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4931,7,1,18,11,3,2000,3,3, ,25,7,2, , ,1,1,2, ,2, ,1,1,4,1,98, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4932,2,2,35,7,7,1983,2,3, ,25,1,2, ,2,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4932,3,1,11,4,9,2007,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4932,4,1,9,10,6,2009,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4933,2,2,35,23,2,1984,2,3, ,25,2,2, ,8,1,2,0, , , , , , , ,2, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4933,5,2,11,16,2,2008,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,2, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4933,6,1,8,13,6,2010,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,2, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4933,7,1,5,16,8,2013,3,3, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4933,8,2,2,1,2,2017,3,3, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4934,1,1,78,19,4,1941,1,3, ,25,2,2, , ,1,2,0, , , , , , , ,10, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4934,2,2,65,13,12,1953,2,3, ,25,2,2, ,8,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4934,4,2,20,10,6,1998,4,3, ,25,1,2, ,3,1,2,0, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4934,5,2,3,5,12,2015,5,3, ,25,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4934,6,2,2,26,2,2017,5,3, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4934,7,1,0,20,3,2019,5,3, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4934,8,1,11,21,7,2007,5,3, ,25,8,2, , ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4934,9,2,9,4,1,2010,5,3, ,25,8,2, , ,1,2,0, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4935,4,2,23,10,2,1996,4,3, ,25,1,2, ,1,1,1,2, ,2, ,2,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4935,5,2,2,3,3,2017,5,3, ,97,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4935,7,1,0,12,9,2018,5,5,14,97,8,1,6, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
3,2,345,683,4936,2,2,54,20,5,1964,2,3, ,25,2,2, ,9,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4936,4,2,20,13,10,1998,3,3, ,25,7,1,2,0,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4937,2,2,29,20,10,1989,2,3, ,25,2,2, ,1,1,2,0, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4937,3,2,1,21,11,2017,3,3, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
3,2,345,683,4939,2,2,18,24,9,2000,2,3, ,25,1,2, ,1,1,1,2, ,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,345,683,4939,3,2,3,21,3,2016,3,3, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
2,1,346,976,4940,2,2,33,16,11,1985,2,3, ,25,2,2, ,0,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,346,976,4941,2,2,37,9,7,1982,2,3, ,25,1,2, ,4,1,1,2, , , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,346,976,4941,4,1,8,21,11,2010,3,3, ,25,8,1,2, ,1,1,2, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,346,976,4941,5,2,6,11,5,2012,3,3, ,25,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
2,1,346,976,4941,6,1,1,6,2,2018,3,3, ,97,8,1,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
2,1,346,976,4943,2,2,49,17,5,1969,2,5,14,25,2,2, ,6,1,2,0, , , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,346,976,4944,6,2,4,6,6,2014,10,3, ,25,8,1,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
2,1,346,976,4944,8,1,7,2,2,2012,10,3, ,25,8,1,7, ,1,2,0, , , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,346,976,4944,9,1,6,1,1,2013,10,3, ,25,8,1,7, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , 
